work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_category_range,salary_level
2025,SE,FT,Data Scientist,229000,USD,229000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,156000,USD,156000,US,0,US,M,140000-185500,High
2025,MI,FT,Data Scientist,175200,USD,175200,US,0,US,M,140000-185500,High
2025,MI,FT,Data Scientist,99600,USD,99600,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Scientist,160800,USD,160800,US,0,US,M,140000-185500,High
2025,MI,FT,Data Scientist,112736,USD,112736,US,0,US,M,100000-140000,Medium
2025,SE,FT,Data Scientist,233400,USD,233400,US,100,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,175100,USD,175100,US,100,US,M,140000-185500,High
2025,MI,FT,Data Engineer,155000,USD,155000,US,0,US,M,140000-185500,High
2025,MI,FT,Data Engineer,44000,USD,44000,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,140000-185500,High
2025,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M,100000-140000,Medium
2025,MI,FT,Data Engineer,157868,USD,157868,US,100,US,M,140000-185500,High
2025,MI,FT,Data Engineer,69938,USD,69938,US,100,US,M,15000-100000,Low
2025,SE,FT,Data Engineer,147307,USD,147307,CA,0,CA,M,140000-185500,High
2025,SE,FT,Data Engineer,117846,USD,117846,CA,0,CA,M,100000-140000,Medium
2025,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,100000-140000,Medium
2025,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M,15000-100000,Low
2025,SE,CT,Data Engineer,170000,USD,170000,US,100,US,M,140000-185500,High
2025,SE,CT,Data Engineer,120000,USD,120000,US,100,US,M,100000-140000,Medium
2025,SE,FT,Data Engineer,204600,USD,204600,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Engineer,84500,USD,84500,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Engineer,225000,USD,225000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,140000-185500,High
2025,SE,CT,Data Analyst,140000,USD,140000,US,100,US,M,100000-140000,Medium
2025,SE,CT,Data Analyst,100000,USD,100000,US,100,US,M,15000-100000,Low
2025,EX,FT,Data Analyst,142500,USD,142500,US,0,US,M,140000-185500,High
2025,EX,FT,Data Analyst,90000,USD,90000,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Analyst,82500,USD,82500,CA,0,CA,M,15000-100000,Low
2025,MI,FT,Data Analyst,44500,USD,44500,CA,0,CA,M,15000-100000,Low
2025,EN,FT,Data Analyst,103818,USD,103818,US,0,US,M,100000-140000,Medium
2025,EN,FT,Data Analyst,84045,USD,84045,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Scientist,86500,GBP,109493,GB,0,GB,M,100000-140000,Medium
2025,SE,FT,Data Scientist,73760,GBP,93367,GB,0,GB,M,15000-100000,Low
2025,MI,FT,Data Scientist,55000,GBP,69620,GB,0,GB,M,15000-100000,Low
2025,MI,FT,Data Scientist,45000,GBP,56962,GB,0,GB,M,15000-100000,Low
2025,MI,FT,AI Engineer,125000,USD,125000,US,0,US,M,100000-140000,Medium
2025,MI,FT,AI Engineer,110000,USD,110000,US,0,US,M,100000-140000,Medium
2025,MI,FT,ML Engineer,204600,USD,204600,US,0,US,M,185500-800000,Very High
2025,MI,FT,ML Engineer,84500,USD,84500,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Scientist,85000,USD,85000,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Scientist,80000,USD,80000,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,140000-185500,High
2025,SE,FT,Data Scientist,90000,USD,90000,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Scientist,217400,USD,217400,US,0,US,M,185500-800000,Very High
2025,MI,FT,Data Scientist,120800,USD,120800,US,0,US,M,100000-140000,Medium
2025,MI,FT,Data Scientist,217400,USD,217400,US,0,US,M,185500-800000,Very High
2025,MI,FT,Data Scientist,120800,USD,120800,US,0,US,M,100000-140000,Medium
2025,EN,FT,Data Analyst,103818,USD,103818,US,0,US,M,100000-140000,Medium
2025,EN,FT,Data Analyst,84045,USD,84045,US,0,US,M,15000-100000,Low
2025,EN,FT,Data Specialist,113000,USD,113000,US,100,US,M,100000-140000,Medium
2025,EN,FT,Data Specialist,68000,USD,68000,US,100,US,M,15000-100000,Low
2025,SE,FT,Data Engineer,223600,USD,223600,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Engineer,152200,USD,152200,US,0,US,M,140000-185500,High
2025,SE,FT,Data Scientist,150700,USD,150700,US,0,US,M,140000-185500,High
2025,SE,FT,Data Scientist,75300,USD,75300,US,0,US,M,15000-100000,Low
2025,EN,PT,Data Analyst,48000,USD,48000,US,0,US,M,15000-100000,Low
2025,EN,PT,Data Analyst,34000,USD,34000,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Analyst,227950,USD,227950,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Analyst,126100,USD,126100,US,0,US,M,100000-140000,Medium
2025,EN,FT,Data Analyst,123800,USD,123800,US,0,US,M,100000-140000,Medium
2025,EN,FT,Data Analyst,68800,USD,68800,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Scientist,207000,USD,207000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,153000,USD,153000,US,0,US,M,140000-185500,High
2025,EN,FT,Data Scientist,39900,GBP,50506,GB,0,GB,M,15000-100000,Low
2025,EN,FT,Data Scientist,32000,GBP,40506,GB,0,GB,M,15000-100000,Low
2025,MI,FT,AI Engineer,149550,USD,149550,US,0,US,M,140000-185500,High
2025,MI,FT,AI Engineer,105800,USD,105800,US,0,US,M,100000-140000,Medium
2025,MI,FT,AI Engineer,119650,USD,119650,US,0,US,M,100000-140000,Medium
2025,MI,FT,AI Engineer,84600,USD,84600,US,0,US,M,15000-100000,Low
2025,SE,FT,ML Engineer,200000,USD,200000,US,100,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,170000,USD,170000,US,100,US,M,140000-185500,High
2025,MI,FT,Data Scientist,195000,USD,195000,US,0,US,M,185500-800000,Very High
2025,MI,FT,Data Scientist,185000,USD,185000,US,0,US,M,140000-185500,High
2025,MI,FT,Data Scientist,140000,USD,140000,US,100,US,M,100000-140000,Medium
2025,MI,FT,Data Scientist,115000,USD,115000,US,100,US,M,100000-140000,Medium
2025,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,172000,USD,172000,US,100,US,M,140000-185500,High
2025,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M,140000-185500,High
2025,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M,140000-185500,High
2025,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M,140000-185500,High
2025,MI,FT,Data Scientist,212800,USD,212800,US,0,US,L,185500-800000,Very High
2025,MI,FT,Data Scientist,125500,USD,125500,US,0,US,L,100000-140000,Medium
2025,SE,FT,Data Engineer,240500,USD,240500,US,0,US,L,185500-800000,Very High
2025,SE,FT,Data Engineer,139100,USD,139100,US,0,US,L,100000-140000,Medium
2025,SE,FT,Data Engineer,237000,USD,237000,US,100,US,M,185500-800000,Very High
2025,SE,FT,Data Engineer,172000,USD,172000,US,100,US,M,140000-185500,High
2025,SE,FT,Data Engineer,172600,USD,172600,US,0,US,L,140000-185500,High
2025,SE,FT,Data Engineer,103300,USD,103300,US,0,US,L,100000-140000,Medium
2025,EN,FT,Data Analyst,130000,USD,130000,US,100,US,M,100000-140000,Medium
2025,EN,FT,Data Analyst,80000,USD,80000,US,100,US,M,15000-100000,Low
2025,MI,FT,Data Analyst,66000,EUR,69473,DE,100,DE,M,15000-100000,Low
2025,SE,FT,ML Engineer,324000,USD,324000,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,159000,USD,159000,US,0,US,M,140000-185500,High
2025,SE,FT,ML Engineer,324000,USD,324000,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,159000,USD,159000,US,0,US,M,140000-185500,High
2025,SE,FT,ML Engineer,325000,USD,325000,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,225000,USD,225000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Engineer,197500,USD,197500,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,100000-140000,Medium
2025,SE,FT,Data Engineer,217500,USD,217500,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Engineer,125000,USD,125000,US,0,US,M,100000-140000,Medium
2025,EX,FT,AI Leadership,320000,USD,320000,US,100,US,M,185500-800000,Very High
2025,EX,FT,AI Leadership,240000,USD,240000,US,100,US,M,185500-800000,Very High
2025,EX,FT,AI Leadership,320000,USD,320000,CA,0,CA,M,185500-800000,Very High
2025,EX,FT,AI Leadership,240000,USD,240000,CA,0,CA,M,185500-800000,Very High
2025,EN,FT,Data Scientist,100000,USD,100000,US,0,US,M,15000-100000,Low
2025,EN,FT,Data Scientist,67147,USD,67147,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Analyst,123700,USD,123700,US,100,US,M,100000-140000,Medium
2025,SE,FT,Data Analyst,68700,USD,68700,US,100,US,M,15000-100000,Low
2025,SE,FT,Data Engineer,126406,USD,126406,AU,0,AU,M,100000-140000,Medium
2025,SE,FT,Data Engineer,111613,USD,111613,AU,0,AU,M,100000-140000,Medium
2025,MI,FT,Data Scientist,57600,EUR,60631,LT,0,LT,M,15000-100000,Low
2025,MI,FT,Data Scientist,40800,EUR,42947,LT,0,LT,M,15000-100000,Low
2025,SE,FT,ML Engineer,285100,USD,285100,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,202900,USD,202900,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,231000,USD,231000,CA,0,CA,M,185500-800000,Very High
2025,SE,FT,Data Scientist,124200,USD,124200,CA,0,CA,M,100000-140000,Medium
2025,SE,FT,Data Scientist,151100,USD,151100,US,0,US,M,140000-185500,High
2025,SE,FT,Data Scientist,88900,USD,88900,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Engineer,54280,GBP,68708,GB,100,GB,M,15000-100000,Low
2025,SE,FT,Data Engineer,54280,GBP,68708,GB,100,GB,M,15000-100000,Low
2025,EN,FT,Data Engineer,75600,EUR,79578,NL,0,NL,M,15000-100000,Low
2025,EN,FT,Data Engineer,52800,EUR,55578,NL,0,NL,M,15000-100000,Low
2025,SE,FT,ML Engineer,266875,USD,266875,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,128250,USD,128250,US,0,US,M,100000-140000,Medium
2025,SE,FT,Data Scientist,321200,USD,321200,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,184500,USD,184500,US,0,US,M,140000-185500,High
2025,EN,FT,Data Analyst,113800,USD,113800,US,0,US,M,100000-140000,Medium
2025,EN,FT,Data Analyst,79700,USD,79700,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Scientist,240000,USD,240000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,215000,USD,215000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,184000,USD,184000,US,100,US,M,140000-185500,High
2025,SE,FT,Data Scientist,146536,USD,146536,US,100,US,M,140000-185500,High
2025,MI,FT,Data Analyst,90600,USD,90600,US,100,US,M,15000-100000,Low
2025,MI,FT,Data Analyst,53100,USD,53100,US,100,US,M,15000-100000,Low
2025,EN,FT,Data Analyst,70600,USD,70600,US,0,US,M,15000-100000,Low
2025,EN,FT,Data Analyst,21934,USD,21934,US,0,US,M,15000-100000,Low
2025,SE,FT,ML Engineer,257600,USD,257600,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,142700,USD,142700,US,0,US,M,140000-185500,High
2025,SE,FT,ML Engineer,362400,USD,362400,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,193900,USD,193900,US,0,US,M,185500-800000,Very High
2025,EX,FT,Data Engineer,300000,USD,300000,US,0,US,M,185500-800000,Very High
2025,EX,FT,Data Engineer,225000,USD,225000,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,164500,USD,164500,US,0,US,M,140000-185500,High
2025,SE,FT,ML Engineer,116500,USD,116500,US,0,US,M,100000-140000,Medium
2025,MI,FT,AI Engineer,440000,USD,440000,US,0,US,M,185500-800000,Very High
2025,MI,FT,AI Engineer,180000,USD,180000,US,0,US,M,140000-185500,High
2025,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M,100000-140000,Medium
2025,SE,FT,Data Scientist,93000,USD,93000,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Scientist,316480,USD,316480,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,243860,USD,243860,US,0,US,M,185500-800000,Very High
2025,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M,140000-185500,High
2025,MI,FT,Data Engineer,121000,USD,121000,US,100,US,M,100000-140000,Medium
2025,MI,FT,Data Engineer,160000,USD,160000,US,0,US,M,140000-185500,High
2025,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M,100000-140000,Medium
2025,SE,FT,Data Engineer,260000,USD,260000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Engineer,225000,USD,225000,US,0,US,M,185500-800000,Very High
2025,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M,100000-140000,Medium
2025,MI,FT,Data Engineer,110000,USD,110000,US,0,US,M,100000-140000,Medium
2025,SE,FT,ML Engineer,208000,USD,208000,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,158000,USD,158000,US,0,US,M,140000-185500,High
2025,MI,FT,Data Analyst,148000,USD,148000,US,0,US,M,140000-185500,High
2025,MI,FT,Data Analyst,100600,USD,100600,US,0,US,M,100000-140000,Medium
2025,SE,FT,ML Engineer,451000,USD,451000,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,296000,USD,296000,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,235000,USD,235000,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,159800,USD,159800,US,0,US,M,140000-185500,High
2025,MI,FT,Data Specialist,71200,USD,71200,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Specialist,46300,USD,46300,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Engineer,210000,USD,210000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Engineer,138715,USD,138715,US,0,US,M,100000-140000,Medium
2025,MI,FT,Data Engineer,115000,USD,115000,US,0,US,M,100000-140000,Medium
2025,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Engineer,102147,USD,102147,CA,0,CA,M,100000-140000,Medium
2025,MI,FT,Data Engineer,79874,USD,79874,CA,0,CA,M,15000-100000,Low
2025,MI,FT,ML Engineer,125000,USD,125000,US,0,US,M,100000-140000,Medium
2025,MI,FT,ML Engineer,91000,USD,91000,US,0,US,M,15000-100000,Low
2025,MI,FT,AI Engineer,440000,USD,440000,US,0,US,M,185500-800000,Very High
2025,MI,FT,AI Engineer,180000,USD,180000,US,0,US,M,140000-185500,High
2025,SE,FT,Data Scientist,266000,USD,266000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,204000,USD,204000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,271500,USD,271500,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,169500,USD,169500,US,0,US,M,140000-185500,High
2025,SE,FT,Data Scientist,259000,USD,259000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,139000,USD,139000,US,0,US,M,100000-140000,Medium
2025,SE,FT,Data Scientist,231600,USD,231600,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,135100,USD,135100,US,0,US,M,100000-140000,Medium
2025,SE,FT,Data Scientist,375000,USD,375000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,200000,USD,200000,US,0,US,M,185500-800000,Very High
2025,EN,FT,Data Analyst,82200,USD,82200,US,0,US,M,15000-100000,Low
2025,EN,FT,Data Analyst,54800,USD,54800,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Analyst,168600,USD,168600,US,100,US,M,140000-185500,High
2025,SE,FT,Data Analyst,65200,USD,65200,US,100,US,M,15000-100000,Low
2025,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M,100000-140000,Medium
2025,SE,FT,Data Analyst,87000,USD,87000,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Analyst,70000,EUR,73684,DE,0,DE,M,15000-100000,Low
2025,SE,FT,Data Analyst,65000,EUR,68421,DE,0,DE,M,15000-100000,Low
2025,EN,FT,Data Analyst,108463,USD,108463,CA,0,CA,M,100000-140000,Medium
2025,EN,FT,Data Analyst,84813,USD,84813,CA,0,CA,M,15000-100000,Low
2025,SE,FT,Data Scientist,216000,USD,216000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,135000,USD,135000,US,0,US,M,100000-140000,Medium
2025,SE,FT,AI Research,163000,USD,163000,US,0,US,M,140000-185500,High
2025,SE,FT,AI Research,130700,USD,130700,US,0,US,M,100000-140000,Medium
2025,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,100000-140000,Medium
2025,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M,15000-100000,Low
2025,EN,FT,Data Engineer,50000,USD,50000,US,0,US,M,15000-100000,Low
2025,EN,FT,Data Engineer,40000,USD,40000,US,0,US,M,15000-100000,Low
2025,EN,FT,Data Analyst,42000,USD,42000,US,0,US,M,15000-100000,Low
2025,EN,FT,Data Analyst,40000,USD,40000,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Analyst,189900,USD,189900,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Analyst,133800,USD,133800,US,0,US,M,100000-140000,Medium
2025,EN,FT,Data Analyst,93570,USD,93570,US,100,US,M,15000-100000,Low
2025,EN,FT,Data Analyst,61000,USD,61000,US,100,US,M,15000-100000,Low
2025,EN,FT,Data Scientist,128000,USD,128000,US,0,US,M,100000-140000,Medium
2025,EN,FT,Data Scientist,80000,USD,80000,US,0,US,M,15000-100000,Low
2025,EN,FT,Data Analyst,84000,USD,84000,US,0,US,M,15000-100000,Low
2025,EN,FT,Data Analyst,44300,USD,44300,US,0,US,M,15000-100000,Low
2025,EN,FT,Data Analyst,55000,GBP,69620,GB,0,GB,M,15000-100000,Low
2025,EN,FT,Data Analyst,43100,GBP,54556,GB,0,GB,M,15000-100000,Low
2025,MI,FT,Data Analyst,182900,USD,182900,US,0,US,M,140000-185500,High
2025,MI,FT,Data Analyst,109700,USD,109700,US,0,US,M,100000-140000,Medium
2025,EN,FT,Data Analyst,120000,USD,120000,US,0,US,M,100000-140000,Medium
2025,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M,15000-100000,Low
2025,EX,FT,ML Engineer,205000,USD,205000,US,0,US,M,185500-800000,Very High
2025,EX,FT,ML Engineer,130000,USD,130000,US,0,US,M,100000-140000,Medium
2025,SE,FT,Data Scientist,204600,USD,204600,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,84500,USD,84500,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Scientist,204600,USD,204600,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,84500,USD,84500,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M,140000-185500,High
2025,MI,FT,Data Engineer,220700,USD,220700,US,0,US,M,185500-800000,Very High
2025,MI,FT,Data Engineer,81400,USD,81400,US,0,US,M,15000-100000,Low
2025,SE,FT,ML Scientist,141250,USD,141250,US,0,US,M,140000-185500,High
2025,SE,FT,ML Scientist,84750,USD,84750,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Engineer,223600,USD,223600,US,100,US,M,185500-800000,Very High
2025,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M,140000-185500,High
2025,SE,FT,Data Engineer,195000,USD,195000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Engineer,138900,USD,138900,US,0,US,M,100000-140000,Medium
2025,SE,FT,ML Engineer,285100,USD,285100,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,212600,USD,212600,US,0,US,M,185500-800000,Very High
2025,MI,FT,Data Scientist,231250,USD,231250,US,0,US,M,185500-800000,Very High
2025,MI,FT,Data Scientist,111000,USD,111000,US,0,US,M,100000-140000,Medium
2025,SE,FT,Data Scientist,234000,USD,234000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,108000,USD,108000,US,0,US,M,100000-140000,Medium
2025,MI,FT,Data Engineer,287500,USD,287500,US,0,US,M,185500-800000,Very High
2025,MI,FT,Data Engineer,148000,USD,148000,US,0,US,M,140000-185500,High
2025,MI,FT,AI Engineer,440000,USD,440000,US,0,US,M,185500-800000,Very High
2025,MI,FT,AI Engineer,180000,USD,180000,US,0,US,M,140000-185500,High
2025,SE,FT,Data Specialist,120000,USD,120000,US,0,US,M,100000-140000,Medium
2025,SE,FT,Data Specialist,95000,USD,95000,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Engineer,246700,USD,246700,US,100,US,M,185500-800000,Very High
2025,SE,FT,Data Engineer,167800,USD,167800,US,100,US,M,140000-185500,High
2025,SE,FT,Data Engineer,271000,USD,271000,US,100,US,M,185500-800000,Very High
2025,SE,FT,Data Engineer,181000,USD,181000,US,100,US,M,140000-185500,High
2025,MI,FT,Data Engineer,74000,USD,74000,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Engineer,60000,USD,60000,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Engineer,158000,USD,158000,US,0,US,M,140000-185500,High
2025,SE,FT,Data Engineer,104000,USD,104000,US,0,US,M,100000-140000,Medium
2025,SE,FT,ML Engineer,225000,USD,225000,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,210000,USD,210000,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,351000,USD,351000,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Engineer,159000,USD,159000,US,0,US,M,140000-185500,High
2025,SE,FT,AI Engineer,242500,USD,242500,US,100,US,M,185500-800000,Very High
2025,SE,FT,AI Engineer,200000,USD,200000,US,100,US,M,185500-800000,Very High
2025,SE,FT,Data Analyst,163800,USD,163800,US,100,US,M,140000-185500,High
2025,SE,FT,Data Analyst,125600,USD,125600,US,100,US,M,100000-140000,Medium
2025,MI,FT,Data Analyst,127500,CAD,91071,CA,0,CA,M,15000-100000,Low
2025,MI,FT,Data Analyst,102000,CAD,72857,CA,0,CA,M,15000-100000,Low
2025,MI,FT,Data Analyst,127500,USD,127500,CA,0,CA,M,100000-140000,Medium
2025,MI,FT,Data Analyst,102000,USD,102000,CA,0,CA,M,100000-140000,Medium
2025,SE,FT,Data Analyst,210000,USD,210000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Analyst,145000,USD,145000,US,0,US,M,140000-185500,High
2025,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Analyst,75000,USD,75000,US,0,US,M,15000-100000,Low
2025,EN,FT,Data Analyst,50000,EUR,52631,PT,0,PT,M,15000-100000,Low
2025,EN,FT,Data Analyst,40000,EUR,42105,PT,0,PT,M,15000-100000,Low
2025,SE,FT,Data Analyst,113100,USD,113100,US,0,US,M,100000-140000,Medium
2025,SE,FT,Data Analyst,99100,USD,99100,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Scientist,303900,USD,303900,US,100,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,217000,USD,217000,US,100,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,250000,USD,250000,US,100,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M,140000-185500,High
2025,SE,FT,Data Scientist,275000,USD,275000,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M,140000-185500,High
2025,SE,FT,Data Scientist,141840,USD,141840,US,100,US,M,140000-185500,High
2025,SE,FT,Data Scientist,113470,USD,113470,US,100,US,M,100000-140000,Medium
2025,SE,FT,ML Researcher,302400,USD,302400,US,0,US,M,185500-800000,Very High
2025,SE,FT,ML Researcher,201600,USD,201600,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,415760,USD,415760,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,217520,USD,217520,US,0,US,M,185500-800000,Very High
2025,EX,FT,Data Scientist,361950,USD,361950,US,0,US,M,185500-800000,Very High
2025,EX,FT,Data Scientist,189370,USD,189370,US,0,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,191840,USD,191840,US,100,US,M,185500-800000,Very High
2025,SE,FT,Data Scientist,116270,USD,116270,US,100,US,M,100000-140000,Medium
2025,MI,FT,Data Scientist,107120,USD,107120,US,0,US,M,100000-140000,Medium
2025,MI,FT,Data Scientist,73840,USD,73840,US,0,US,M,15000-100000,Low
2025,SE,FT,Data Scientist,148000,USD,148000,US,0,US,M,140000-185500,High
2025,SE,FT,Data Scientist,75000,USD,75000,US,0,US,M,15000-100000,Low
2025,EN,FT,Data Scientist,115000,USD,115000,US,0,US,M,100000-140000,Medium
2025,EN,FT,Data Scientist,60000,USD,60000,US,0,US,M,15000-100000,Low
2025,EN,FT,Data Engineer,35820,EUR,37705,AT,0,AT,M,15000-100000,Low
2025,EN,FT,Data Engineer,35820,EUR,37705,AT,0,AT,M,15000-100000,Low
2025,MI,FT,Data Specialist,94720,USD,94720,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Specialist,58280,USD,58280,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Analyst,125000,USD,125000,US,0,US,M,100000-140000,Medium
2025,MI,FT,Data Analyst,50000,USD,50000,US,0,US,M,15000-100000,Low
2025,EN,PT,Data Analyst,52000,USD,52000,US,0,US,M,15000-100000,Low
2025,EN,PT,Data Analyst,44000,USD,44000,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Analyst,218030,USD,218030,US,0,US,M,185500-800000,Very High
2025,MI,FT,Data Analyst,114080,USD,114080,US,0,US,M,100000-140000,Medium
2025,SE,FT,Data Analyst,124000,USD,124000,US,0,US,M,100000-140000,Medium
2025,SE,FT,Data Analyst,86800,USD,86800,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Analyst,99200,USD,99200,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Analyst,69400,USD,69400,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Analyst,99200,USD,99200,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Analyst,69400,USD,69400,US,0,US,M,15000-100000,Low
2025,MI,FT,Data Analyst,95000,USD,95000,US,100,US,M,15000-100000,Low
2025,MI,FT,Data Analyst,79292,USD,79292,US,100,US,M,15000-100000,Low
2025,EN,FT,Data Analyst,80000,USD,80000,US,100,US,M,15000-100000,Low
2025,EN,FT,Data Analyst,65000,USD,65000,US,100,US,M,15000-100000,Low
2025,EN,CT,Data Scientist,85000,USD,85000,CA,0,CA,M,15000-100000,Low
